description,categorie,priorite,sentiment,reponse_template
Problème de paiement sans contact,carte,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Classic débitée sans mon autorisation,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Plafond de paiement trop bas pour mon achat,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Platinum débitée sans mon autorisation,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Transaction suspecte sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Gold expirée, en attente de renouvellement",carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Platinum expirée, en attente de renouvellement",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier volée, appel urgent",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Platinum à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Plafond de retrait journalier trop bas,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Premier expirée, renouvellement ?",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Premier expirée, en attente de renouvellement",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Platinum à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Transaction suspecte sur ma carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Frais de change trop élevés sur ma carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Business débitée sans mon autorisation,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement 1346.49€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Platinum à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement 3032.93€ refusé par carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Frais de change trop élevés sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Business perdue, comment faire opposition ?",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Classic volée, appel urgent",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold non reçue après 17 jours,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Classic non reçue après 14 jours,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement 815.46€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier expirée, en attente de renouvellement",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement 2977.28€ refusé par carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement 894.27€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Problème de paiement sans contact,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier expirée, en attente de renouvellement",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Classic non reçue après 9 jours,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold non reçue après 22 jours,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Platinum à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold à remplacer d'urgence,carte,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Plafond de retrait journalier trop bas,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold non reconnue au distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement 4214.45€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement 2552.88€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Ma carte Classic a été avalée par le distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Problème de paiement sans contact,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Premier expirée, en attente de renouvellement",carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement refusé alors que j'ai assez d'argent,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Premier non reconnue au distributeur,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier volée, appel urgent",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Gold expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Ma carte Platinum a été avalée par le distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Gold expirée, renouvellement ?",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Retrait impossible à l'étranger,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Ma carte Classic a été avalée par le distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier volée, appel urgent",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Retrait impossible à l'étranger,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Business débitée sans mon autorisation,carte,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Problème de paiement sans contact,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Plafond de paiement trop bas pour mon achat,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Platinum expirée, renouvellement ?",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Frais de change trop élevés sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Ma carte Premier a été avalée par le distributeur,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Platinum perdue, comment faire opposition ?",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Frais de change trop élevés sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Frais de change trop élevés sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Business à remplacer d'urgence,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Frais de change trop élevés sur ma carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Frais de change trop élevés sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Frais de change trop élevés sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Platinum expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Business expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Frais de change trop élevés sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Business à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Code PIN ERR-526 bloqué après 3 erreurs,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Business non reçue après 28 jours,carte,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Plafond de paiement trop bas pour mon achat,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier expirée, renouvellement ?",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé alors que j'ai assez d'argent,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé alors que j'ai assez d'argent,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold débitée sans mon autorisation,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Plafond de paiement trop bas pour mon achat,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Impossible d'activer ma nouvelle carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Premier à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Transaction suspecte sur ma carte,carte,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Platinum volée, appel urgent",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Problème de paiement sans contact,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Problème de paiement sans contact,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Code PIN ERR-658 bloqué après 3 erreurs,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement 1200.52€ refusé par carte,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Transaction suspecte sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Business perdue, comment faire opposition ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Code PIN ERR-922 bloqué après 3 erreurs,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé alors que j'ai assez d'argent,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Plafond de retrait journalier trop bas,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement refusé alors que j'ai assez d'argent,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Classic volée, appel urgent",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé alors que j'ai assez d'argent,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Classic non reconnue au distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Classic expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Gold expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Classic débitée sans mon autorisation,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Premier non reconnue au distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Classic volée, appel urgent",carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Transaction suspecte sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Plafond de paiement trop bas pour mon achat,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Platinum à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Business non reconnue au distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Impossible d'activer ma nouvelle carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Ma carte Business a été avalée par le distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Business volée, appel urgent",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Code PIN ERR-273 bloqué après 3 erreurs,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Business non reconnue au distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Frais de change trop élevés sur ma carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Gold perdue, comment faire opposition ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Business débitée sans mon autorisation,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement 1798.37€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Ma carte Gold a été avalée par le distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Premier perdue, comment faire opposition ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Business débitée sans mon autorisation,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Platinum non reçue après 5 jours,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Transaction suspecte sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé sur site internet,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Ma carte Platinum a été avalée par le distributeur,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Transaction suspecte sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Platinum débitée sans mon autorisation,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Transaction suspecte sur ma carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Problème de paiement sans contact,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement 3337.53€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Classic non reconnue au distributeur,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement 2445.32€ refusé par carte,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Business expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Retrait impossible à l'étranger,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Problème de paiement sans contact,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Paiement 4399.18€ refusé par carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold non reçue après 3 jours,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé sur site internet,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Business expirée, en attente de renouvellement",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Premier expirée, renouvellement ?",carte,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Gold volée, appel urgent",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Ma carte Platinum a été avalée par le distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé sur site internet,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Premier non reçue après 23 jours,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Business perdue, comment faire opposition ?",carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Business non reconnue au distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé sur site internet,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Transaction suspecte sur ma carte,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Business à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold à remplacer d'urgence,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Transaction suspecte sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Classic expirée, en attente de renouvellement",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Platinum non reconnue au distributeur,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Carte Gold à remplacer d'urgence,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Gold non reçue après 27 jours,carte,haute,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
"Carte Platinum expirée, renouvellement ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
Paiement refusé alors que j'ai assez d'argent,carte,moyenne,negatif,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Carte Premier débitée sans mon autorisation,carte,moyenne,neutre,"Bonjour, merci pour votre message. Notre équipe va étudier votre demande et reviendra vers vous. Cordialement"
Frais de change trop élevés sur ma carte,carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
"Carte Platinum perdue, comment faire opposition ?",carte,haute,negatif,"Bonjour, je comprends votre inquiétude. Nous allons immédiatement prendre les mesures nécessaires. Cordialement"
